2023-01-23 00:21:28.514 [ DEBUG | com.servlet.ejournal.pools.PageAccessPool | PageAccessPool ] - Access commands initialized successful
2023-01-23 04:53:42.845 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:53:42.845 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:53:42.846 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command course-details acquired successful
2023-01-23 04:53:42.848 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:53:42.849 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:42.850 [ ERROR | com.servlet.ejournal.services.impl.CourseServiceImpl | CourseServiceImpl ] - No such user-course relation (c_id), (u_id): 19, 13
2023-01-23 04:53:46.517 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:53:46.517 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:53:46.517 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:53:46.518 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:53:46.519 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:53:46.519 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:53:46.523 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 04:53:46.525 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.527 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:53:46.529 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.530 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:53:46.531 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.532 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:53:46.533 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.534 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:53:46.536 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.537 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:46.544 [ ERROR | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Unauthorized access to command change-locale by admin@gmail.com
2023-01-23 04:53:49.634 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:53:49.634 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:53:49.634 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:53:49.634 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where extract(epoch from end_date) * 1000 < 1674442429634 and 
2023-01-23 04:53:49.635 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where extract(epoch from end_date) * 1000 < 1674442429634 and final_mark = '-1' and 
2023-01-23 04:53:49.636 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where extract(epoch from end_date) * 1000 < 1674442429634 and 
2023-01-23 04:53:49.636 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where extract(epoch from end_date) * 1000 < 1674442429634 and final_mark = '-1' and 
2023-01-23 04:53:49.636 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where extract(epoch from end_date) * 1000 < 1674442429634 and final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:53:49.639 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:53:49.640 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:49.642 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:53:49.646 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:49.650 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 24 and 
2023-01-23 04:53:49.652 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:49.653 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:52.300 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:53:52.300 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:53:52.301 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command course-details acquired successful
2023-01-23 04:53:52.302 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:53:52.303 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:53:52.304 [ ERROR | com.servlet.ejournal.services.impl.CourseServiceImpl | CourseServiceImpl ] - No such user-course relation (c_id), (u_id): 19, 13
2023-01-23 04:54:06.179 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:06.179 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:06.179 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command add-course acquired successful
2023-01-23 04:54:06.191 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:06.191 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:06.191 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:06.191 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:06.193 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:06.193 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:54:06.196 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 04:54:06.198 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:06.200 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:54:06.201 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:06.203 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:54:06.204 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:06.206 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:06.207 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:06.209 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:06.210 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:06.211 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.198 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:09.199 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:09.199 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:09.199 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:09.201 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:09.201 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id desc limit 5 offset 0
2023-01-23 04:54:09.206 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:09.208 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.210 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 24 and 
2023-01-23 04:54:09.212 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.214 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 23 and 
2023-01-23 04:54:09.216 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.220 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:09.222 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.224 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:09.225 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:09.226 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:12.092 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:12.092 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:12.092 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command course-details acquired successful
2023-01-23 04:54:12.093 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:12.095 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:12.095 [ ERROR | com.servlet.ejournal.services.impl.CourseServiceImpl | CourseServiceImpl ] - No such user-course relation (c_id), (u_id): 25, 13
2023-01-23 04:54:16.195 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:16.195 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:16.195 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command update-course acquired successful
2023-01-23 04:54:16.195 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:16.209 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:16.209 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:16.209 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command course-details acquired successful
2023-01-23 04:54:16.211 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:16.212 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:16.213 [ ERROR | com.servlet.ejournal.services.impl.CourseServiceImpl | CourseServiceImpl ] - No such user-course relation (c_id), (u_id): 25, 13
2023-01-23 04:54:17.745 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:17.745 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:17.745 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:17.745 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:17.745 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:17.746 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:54:17.749 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 04:54:17.750 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.751 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:54:17.752 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.754 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:54:17.755 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.757 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:17.758 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.759 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:17.760 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.760 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:17.771 [ ERROR | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Unauthorized access to command change-locale by admin@gmail.com
2023-01-23 04:54:19.366 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:19.366 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:19.366 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:19.366 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:19.367 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:19.367 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id desc limit 5 offset 0
2023-01-23 04:54:19.371 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:19.374 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:19.375 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 24 and 
2023-01-23 04:54:19.376 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:19.377 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 23 and 
2023-01-23 04:54:19.378 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:19.379 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:19.380 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:19.381 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:19.382 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:19.382 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:22.235 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:22.235 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:22.235 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command course-details acquired successful
2023-01-23 04:54:22.237 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 25 and 
2023-01-23 04:54:22.241 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:22.243 [ ERROR | com.servlet.ejournal.services.impl.CourseServiceImpl | CourseServiceImpl ] - No such user-course relation (c_id), (u_id): 25, 13
2023-01-23 04:54:23.127 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:23.127 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:23.127 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command delete-course acquired successful
2023-01-23 04:54:23.135 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:23.136 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:23.136 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:23.136 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:23.136 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:23.136 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:54:23.143 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 04:54:23.145 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:23.146 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:54:23.148 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:23.149 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:54:23.150 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:23.151 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:23.152 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:23.153 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:23.154 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:23.155 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.302 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:24.302 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:24.302 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:24.302 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:24.303 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:24.303 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id limit 5 offset 0
2023-01-23 04:54:24.307 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 18 and 
2023-01-23 04:54:24.308 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.309 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 19 and 
2023-01-23 04:54:24.311 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.312 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:54:24.313 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.314 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:24.315 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.316 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:24.317 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:24.318 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.588 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:25.588 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:25.588 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command get-all-courses acquired successful
2023-01-23 04:54:25.588 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:25.590 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where final_mark = '-1' and 
2023-01-23 04:54:25.590 [ FATAL | com.servlet.ejournal.model.dao.impl.CourseDAO | CourseDAO ] - select * from (epam.user_course natural join epam.course natural join epam.topic_course natural join epam.teacher_course) where final_mark = '-1' order by c_id desc limit 5 offset 0
2023-01-23 04:54:25.596 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 24 and 
2023-01-23 04:54:25.597 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.598 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 23 and 
2023-01-23 04:54:25.599 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.599 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 22 and 
2023-01-23 04:54:25.600 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.600 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 21 and 
2023-01-23 04:54:25.601 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.601 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where c_id = 20 and 
2023-01-23 04:54:25.602 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:25.603 [ INFO | com.servlet.ejournal.utils.SqlUtil | SqlUtil ] - where user_type = 'TEACHER' and 
2023-01-23 04:54:40.171 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:40.171 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Command is null
2023-01-23 04:54:41.236 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:41.236 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:41.237 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command logout acquired successful
2023-01-23 04:54:41.245 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:41.246 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Command is null
2023-01-23 04:54:42.761 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to page granted
2023-01-23 04:54:42.761 [ DEBUG | com.servlet.ejournal.controller.filters.AccessFilter | AccessFilter ] - Access to command granted
2023-01-23 04:54:42.761 [ DEBUG | com.servlet.ejournal.controller.commands.CommandPool | CommandPool ] - Command login acquired successful
2023-01-23 04:54:42.795 [ INFO | com.servlet.ejournal.services.impl.UserServiceImpl | UserServiceImpl ] - User t@t.com logged in successful!
